x,y,bed_z,patch
11.625,61.625,0.6173,Substratum_fishpass
11.875,61.625,0.6087,Substratum_fishpass
12.125,61.625,0.5990,Substratum_fishpass
12.375,61.625,0.5957,Substratum_fishpass
12.625,61.625,0.5923,Substratum_fishpass
12.875,61.625,0.5873,Substratum_fishpass
13.125,61.625,0.1952,Magerbeton_refinement
13.375,61.625,0.1952,Magerbeton_refinement
13.625,61.625,0.1956,Magerbeton_refinement
13.875,61.625,0.6589,Magerbeton
14.125,61.625,0.6627,Magerbeton
14.375,61.625,0.6666,Magerbeton
14.625,61.625,0.6704,Magerbeton
14.875,61.625,0.6742,Magerbeton
15.125,61.625,0.6780,Magerbeton
15.375,61.625,0.6819,Magerbeton
15.625,61.625,1.0552,Stahlbeton_right
11.875,61.875,0.5816,Substratum_fishpass
12.125,61.875,0.5796,Substratum_fishpass
12.375,61.875,0.5768,Substratum_fishpass
12.625,61.875,0.5729,Substratum_fishpass
12.875,61.875,0.5682,Substratum_fishpass
13.125,61.875,0.5681,Substratum_fishpass
13.375,61.875,0.1965,Magerbeton_refinement
13.625,61.875,0.1966,Magerbeton_refinement
13.875,61.875,0.6574,Magerbeton
14.125,61.875,0.6613,Magerbeton
14.375,61.875,0.6651,Magerbeton
14.625,61.875,0.6689,Magerbeton
14.875,61.875,0.6728,Magerbeton
15.125,61.875,0.6766,Magerbeton
15.375,61.875,0.6805,Magerbeton
15.625,61.875,0.6845,Magerbeton
11.875,62.125,0.5632,Substratum_fishpass
12.125,62.125,0.5598,Substratum_fishpass
12.375,62.125,0.5565,Substratum_fishpass
12.625,62.125,0.5532,Substratum_fishpass
12.875,62.125,0.5498,Substratum_fishpass
13.125,62.125,0.5486,Substratum_fishpass
13.375,62.125,0.1979,Magerbeton_refinement
13.625,62.125,0.1979,Magerbeton_refinement
13.875,62.125,0.6558,Magerbeton
14.125,62.125,0.6598,Magerbeton
14.375,62.125,0.6636,Magerbeton
14.625,62.125,0.6675,Magerbeton
14.875,62.125,0.6713,Magerbeton
15.125,62.125,0.6753,Magerbeton
15.375,62.125,0.6790,Magerbeton
15.625,62.125,0.6831,Magerbeton
11.875,62.375,0.5423,Substratum_fishpass
12.125,62.375,0.5407,Substratum_fishpass
12.375,62.375,0.5367,Substratum_fishpass
12.625,62.375,0.5337,Substratum_fishpass
12.875,62.375,0.5304,Substratum_fishpass
13.125,62.375,0.5288,Substratum_fishpass
13.375,62.375,0.1992,Magerbeton_refinement
13.625,62.375,0.1992,Magerbeton_refinement
13.875,62.375,0.2004,Magerbeton_refinement
14.125,62.375,0.6583,Magerbeton
14.375,62.375,0.6622,Magerbeton
14.625,62.375,0.6660,Magerbeton
14.875,62.375,0.6699,Magerbeton
15.125,62.375,0.6737,Magerbeton
15.375,62.375,0.6776,Magerbeton
15.625,62.375,0.6816,Magerbeton
11.875,62.625,0.5404,Substratum_fishpass
12.125,62.625,0.5212,Substratum_fishpass
12.375,62.625,0.5174,Substratum_fishpass
12.625,62.625,0.5146,Substratum_fishpass
12.875,62.625,0.5100,Substratum_fishpass
13.125,62.625,0.5074,Substratum_fishpass
13.375,62.625,0.2231,Stahlbeton_refinement
13.625,62.625,0.2006,Magerbeton_refinement
13.875,62.625,0.2006,Magerbeton_refinement
14.125,62.625,0.6568,Magerbeton
14.375,62.625,0.6607,Magerbeton
14.625,62.625,0.6646,Magerbeton
14.875,62.625,0.6684,Magerbeton
15.125,62.625,0.6723,Magerbeton
15.375,62.625,0.6762,Magerbeton
15.625,62.625,0.6801,Magerbeton
15.875,62.625,0.7109,Stahlbeton_right
12.125,62.875,0.5018,Substratum_fishpass
12.375,62.875,0.4991,Substratum_fishpass
12.625,62.875,0.5056,Substratum_fishpass
12.875,62.875,0.4916,Substratum_fishpass
13.125,62.875,0.4883,Substratum_fishpass
13.375,62.875,0.4873,Substratum_fishpass
13.625,62.875,0.2019,Magerbeton_refinement
13.875,62.875,0.2019,Magerbeton_refinement
14.125,62.875,0.6553,Magerbeton
14.375,62.875,0.6592,Magerbeton
14.625,62.875,0.6631,Magerbeton
14.875,62.875,0.6670,Magerbeton
15.125,62.875,0.6709,Magerbeton
15.375,62.875,0.6748,Magerbeton
15.625,62.875,0.6786,Magerbeton
15.875,62.875,0.6830,Magerbeton
12.125,63.125,0.4811,Substratum_fishpass
12.375,63.125,0.4797,Substratum_fishpass
12.625,63.125,0.4764,Substratum_fishpass
12.875,63.125,0.4724,Substratum_fishpass
13.125,63.125,0.4678,Substratum_fishpass
13.375,63.125,0.4667,Substratum_fishpass
13.625,63.125,0.2033,Magerbeton_refinement
13.875,63.125,0.2033,Magerbeton_refinement
14.125,63.125,0.6538,Magerbeton
14.375,63.125,0.6578,Magerbeton
14.625,63.125,0.6616,Magerbeton
14.875,63.125,0.6655,Magerbeton
15.125,63.125,0.6694,Magerbeton
15.375,63.125,0.6733,Magerbeton
15.625,63.125,0.6772,Magerbeton
15.875,63.125,0.6812,Magerbeton
12.125,63.375,0.4792,Substratum_fishpass
12.375,63.375,0.4608,Substratum_fishpass
12.625,63.375,0.4559,Substratum_fishpass
12.875,63.375,0.4522,Substratum_fishpass
13.125,63.375,0.4486,Substratum_fishpass
13.375,63.375,0.4452,Substratum_fishpass
13.625,63.375,0.2046,Magerbeton_refinement
13.875,63.375,0.2046,Magerbeton_refinement
14.125,63.375,0.2052,Magerbeton_refinement
14.375,63.375,0.6563,Magerbeton
14.625,63.375,0.6602,Magerbeton
14.875,63.375,0.6641,Magerbeton
15.125,63.375,0.6680,Magerbeton
15.375,63.375,0.6719,Magerbeton
15.625,63.375,0.6758,Magerbeton
15.875,63.375,0.6797,Magerbeton
12.375,63.625,0.4403,Substratum_fishpass
12.625,63.625,0.4367,Substratum_fishpass
12.875,63.625,0.4330,Substratum_fishpass
13.125,63.625,0.4294,Substratum_fishpass
13.375,63.625,0.4239,Substratum_fishpass
13.625,63.625,0.4564,Stahlbeton_refinement
13.875,63.625,0.2059,Magerbeton_refinement
14.125,63.625,0.2060,Magerbeton_refinement
14.375,63.625,0.6547,Magerbeton
14.625,63.625,0.6587,Magerbeton
14.875,63.625,0.6626,Magerbeton
15.125,63.625,0.6665,Magerbeton
15.375,63.625,0.6704,Magerbeton
15.625,63.625,0.6744,Magerbeton
15.875,63.625,0.6783,Magerbeton
16.125,63.625,0.6821,Magerbeton
12.375,63.875,0.4205,Substratum_fishpass
12.625,63.875,0.4171,Substratum_fishpass
12.875,63.875,0.4134,Substratum_fishpass
13.125,63.875,0.4096,Substratum_fishpass
13.375,63.875,0.4058,Substratum_fishpass
13.625,63.875,0.4038,Substratum_fishpass
13.875,63.875,0.2073,Magerbeton_refinement
14.125,63.875,0.2073,Magerbeton_refinement
14.375,63.875,0.6532,Magerbeton
14.625,63.875,0.6572,Magerbeton
14.875,63.875,0.6611,Magerbeton
15.125,63.875,0.6650,Magerbeton
15.375,63.875,0.6689,Magerbeton
15.625,63.875,0.6729,Magerbeton
15.875,63.875,0.6768,Magerbeton
16.125,63.875,0.6810,Magerbeton
12.375,64.125,0.4017,Substratum_fishpass
12.625,64.125,0.3980,Substratum_fishpass
12.875,64.125,0.3942,Substratum_fishpass
13.125,64.125,0.3900,Substratum_fishpass
13.375,64.125,0.3858,Substratum_fishpass
13.625,64.125,0.3842,Substratum_fishpass
13.875,64.125,0.2086,Magerbeton_refinement
14.125,64.125,0.2087,Magerbeton_refinement
14.375,64.125,0.2301,Magerbeton
14.625,64.125,0.6557,Magerbeton
14.875,64.125,0.6596,Magerbeton
15.125,64.125,0.6635,Magerbeton
15.375,64.125,0.6675,Magerbeton
15.625,64.125,0.6714,Magerbeton
15.875,64.125,0.6755,Magerbeton
16.125,64.125,0.6794,Magerbeton
12.375,64.375,0.3984,Substratum_fishpass
12.625,64.375,0.3790,Substratum_fishpass
12.875,64.375,0.3764,Substratum_fishpass
13.125,64.375,0.3773,Substratum_fishpass
13.375,64.375,0.3755,Substratum_fishpass
13.625,64.375,0.3627,Substratum_fishpass
13.875,64.375,0.2099,Magerbeton_refinement
14.125,64.375,0.2100,Magerbeton_refinement
14.375,64.375,0.2101,Magerbeton_refinement
14.625,64.375,0.6542,Magerbeton
14.875,64.375,0.6582,Magerbeton
15.125,64.375,0.6621,Magerbeton
15.375,64.375,0.6660,Magerbeton
15.625,64.375,0.6699,Magerbeton
15.875,64.375,0.6738,Magerbeton
16.125,64.375,0.6779,Magerbeton
16.375,64.375,0.7094,Stahlbeton_right
12.625,64.625,0.3581,Substratum_fishpass
12.875,64.625,0.3555,Substratum_fishpass
13.125,64.625,0.3521,Substratum_fishpass
13.375,64.625,0.3478,Substratum_fishpass
13.625,64.625,0.3425,Substratum_fishpass
13.875,64.625,0.3422,Substratum_fishpass
14.125,64.625,0.2113,Magerbeton_refinement
14.375,64.625,0.2113,Magerbeton_refinement
14.625,64.625,0.6527,Magerbeton
14.875,64.625,0.6567,Magerbeton
15.125,64.625,0.6606,Magerbeton
15.375,64.625,0.6645,Magerbeton
15.625,64.625,0.6685,Magerbeton
15.875,64.625,0.6724,Magerbeton
16.125,64.625,0.6764,Magerbeton
16.375,64.625,0.6807,Magerbeton
12.625,64.875,0.3496,Substratum_fishpass
12.875,64.875,0.3370,Substratum_fishpass
13.125,64.875,0.3324,Substratum_fishpass
13.375,64.875,0.3286,Substratum_fishpass
13.625,64.875,0.3234,Substratum_fishpass
13.875,64.875,0.3219,Substratum_fishpass
14.125,64.875,0.2127,Magerbeton_refinement
14.375,64.875,0.2127,Magerbeton_refinement
14.625,64.875,0.6509,Magerbeton
14.875,64.875,0.6552,Magerbeton
15.125,64.875,0.6591,Magerbeton
15.375,64.875,0.6631,Magerbeton
15.625,64.875,0.6670,Magerbeton
15.875,64.875,0.6710,Magerbeton
16.125,64.875,0.6749,Magerbeton
16.375,64.875,0.6792,Magerbeton
12.625,65.125,0.3204,Substratum_fishpass
12.875,65.125,0.3169,Substratum_fishpass
13.125,65.125,0.3130,Substratum_fishpass
13.375,65.125,0.3090,Substratum_fishpass
13.625,65.125,0.3048,Substratum_fishpass
13.875,65.125,0.3025,Substratum_fishpass
14.125,65.125,0.2140,Magerbeton_refinement
14.375,65.125,0.2140,Magerbeton_refinement
14.625,65.125,0.2149,Magerbeton_refinement
14.875,65.125,0.6537,Magerbeton
15.125,65.125,0.6577,Magerbeton
15.375,65.125,0.6618,Magerbeton
15.625,65.125,0.6658,Magerbeton
15.875,65.125,0.6697,Magerbeton
16.125,65.125,0.6736,Magerbeton
16.375,65.125,0.6776,Magerbeton
12.625,65.375,0.3234,Stahlbeton_refinement
12.875,65.375,0.2979,Substratum_fishpass
13.125,65.375,0.2939,Substratum_fishpass
13.375,65.375,0.2897,Substratum_fishpass
13.625,65.375,0.2855,Substratum_fishpass
13.875,65.375,0.2824,Substratum_fishpass
14.125,65.375,0.2346,Stahlbeton_refinement
14.375,65.375,0.2154,Magerbeton_refinement
14.625,65.375,0.2153,Magerbeton_refinement
14.875,65.375,0.2163,Magerbeton_refinement
15.125,65.375,0.6564,Magerbeton
15.375,65.375,0.6604,Magerbeton
15.625,65.375,0.6645,Magerbeton
15.875,65.375,0.6684,Magerbeton
16.125,65.375,0.6723,Magerbeton
16.375,65.375,0.6762,Magerbeton
16.625,65.375,0.7086,Stahlbeton_right
12.875,65.625,0.2774,Substratum_fishpass
13.125,65.625,0.2743,Substratum_fishpass
13.375,65.625,0.2695,Substratum_fishpass
13.625,65.625,0.2659,Substratum_fishpass
13.875,65.625,0.2629,Substratum_fishpass
14.125,65.625,0.2617,Substratum_fishpass
14.375,65.625,0.2167,Magerbeton_refinement
14.625,65.625,0.2167,Magerbeton_refinement
14.875,65.625,0.2171,Magerbeton_refinement
15.125,65.625,0.2175,Magerbeton_refinement
15.375,65.625,0.2187,Magerbeton_refinement
15.625,65.625,0.6632,Magerbeton
15.875,65.625,0.2520,Magerbeton
16.125,65.625,0.2209,Substratum_fishpass
16.375,65.625,0.2213,Substratum_fishpass
16.625,65.625,0.2233,Substratum_fishpass
12.875,65.875,0.2581,Substratum_fishpass
13.125,65.875,0.2549,Substratum_fishpass
13.375,65.875,0.2530,Substratum_fishpass
13.625,65.875,0.2468,Substratum_fishpass
13.875,65.875,0.2479,Substratum_fishpass
14.125,65.875,0.2472,Substratum_fishpass
14.375,65.875,0.2181,Magerbeton_refinement
14.625,65.875,0.2181,Magerbeton_refinement
14.875,65.875,0.2185,Magerbeton_refinement
15.125,65.875,0.2188,Magerbeton_refinement
15.375,65.875,0.2192,Magerbeton_refinement
15.625,65.875,0.2200,Magerbeton_refinement
15.875,65.875,0.2216,Substratum_fishpass
16.125,65.875,0.2246,Substratum_fishpass
16.375,65.875,0.2301,Substratum_fishpass
16.625,65.875,0.2370,Substratum_fishpass
12.875,66.125,0.2503,Substratum_fishpass
13.125,66.125,0.2340,Substratum_fishpass
13.375,66.125,0.2305,Substratum_fishpass
13.625,66.125,0.2299,Substratum_fishpass
13.875,66.125,0.2239,Substratum_fishpass
14.125,66.125,0.2202,Substratum_fishpass
14.375,66.125,0.2195,Magerbeton_refinement
14.625,66.125,0.2195,Magerbeton_refinement
14.875,66.125,0.2198,Magerbeton_refinement
15.125,66.125,0.2221,Substratum_fishpass
15.375,66.125,0.2295,Substratum_fishpass
15.625,66.125,0.2350,Substratum_fishpass
15.875,66.125,0.2406,Substratum_fishpass
16.125,66.125,0.2466,Substratum_fishpass
16.375,66.125,0.2525,Substratum_fishpass
16.625,66.125,0.2583,Substratum_fishpass
13.125,66.375,0.2208,Substratum_fishpass
13.375,66.375,0.2200,Substratum_fishpass
13.625,66.375,0.2200,Substratum_fishpass
13.875,66.375,0.2202,Substratum_fishpass
14.125,66.375,0.2202,Substratum_fishpass
14.375,66.375,0.2247,Substratum_fishpass
14.625,66.375,0.2320,Substratum_fishpass
14.875,66.375,0.2386,Substratum_fishpass
15.125,66.375,0.2445,Substratum_fishpass
15.375,66.375,0.2503,Substratum_fishpass
15.625,66.375,0.2561,Substratum_fishpass
15.875,66.375,0.2619,Substratum_fishpass
16.125,66.375,0.2675,Substratum_fishpass
16.375,66.375,0.2725,Substratum_fishpass
16.625,66.375,0.2798,Substratum_fishpass
16.875,66.375,0.2945,Substratum_fishpass
13.125,66.625,0.2211,Substratum_fishpass
13.375,66.625,0.2200,Substratum_fishpass
13.625,66.625,0.2214,Substratum_fishpass
13.875,66.625,0.2307,Substratum_fishpass
14.125,66.625,0.2393,Substratum_fishpass
14.375,66.625,0.2460,Substratum_fishpass
14.625,66.625,0.2539,Substratum_fishpass
14.875,66.625,0.2597,Substratum_fishpass
15.125,66.625,0.2655,Substratum_fishpass
15.375,66.625,0.2721,Substratum_fishpass
15.625,66.625,0.2781,Substratum_fishpass
15.875,66.625,0.2834,Substratum_fishpass
16.125,66.625,0.2891,Substratum_fishpass
16.375,66.625,0.2949,Substratum_fishpass
16.625,66.625,0.3008,Substratum_fishpass
16.875,66.625,0.3067,Substratum_fishpass
13.125,66.875,0.2428,Substratum_fishpass
13.375,66.875,0.2410,Substratum_fishpass
13.625,66.875,0.2430,Substratum_fishpass
13.875,66.875,0.2519,Substratum_fishpass
14.125,66.875,0.2601,Substratum_fishpass
14.375,66.875,0.2671,Substratum_fishpass
14.625,66.875,0.2760,Substratum_fishpass
14.875,66.875,0.2813,Substratum_fishpass
15.125,66.875,0.2869,Substratum_fishpass
15.375,66.875,0.2927,Substratum_fishpass
15.625,66.875,0.2986,Substratum_fishpass
15.875,66.875,0.3044,Substratum_fishpass
16.125,66.875,0.3102,Substratum_fishpass
16.375,66.875,0.3162,Substratum_fishpass
16.625,66.875,0.3217,Substratum_fishpass
16.875,66.875,0.3267,Substratum_fishpass
13.125,67.125,0.2651,Substratum_fishpass
13.375,67.125,0.2649,Substratum_fishpass
13.625,67.125,0.2683,Substratum_fishpass
13.875,67.125,0.2725,Substratum_fishpass
14.125,67.125,0.2816,Substratum_fishpass
14.375,67.125,0.2884,Substratum_fishpass
14.625,67.125,0.2964,Substratum_fishpass
14.875,67.125,0.3022,Substratum_fishpass
15.125,67.125,0.3080,Substratum_fishpass
15.375,67.125,0.3139,Substratum_fishpass
15.625,67.125,0.3195,Substratum_fishpass
15.875,67.125,0.3281,Substratum_fishpass
16.125,67.125,0.3300,Substratum_final
16.375,67.125,0.3300,Substratum_final
16.625,67.125,0.3300,Substratum_final
16.875,67.125,0.3695,Substratum_final
17.125,67.125,0.6079,Stahlbeton_right
13.375,67.375,0.2867,Substratum_fishpass
13.625,67.375,0.2939,Substratum_fishpass
13.875,67.375,0.2968,Substratum_fishpass
14.125,67.375,0.3021,Substratum_fishpass
14.375,67.375,0.3096,Substratum_fishpass
14.625,67.375,0.3177,Substratum_fishpass
14.875,67.375,0.3222,Substratum_fishpass
15.125,67.375,0.3295,Substratum_fishpass
15.375,67.375,0.3300,Substratum_final
15.625,67.375,0.3300,Substratum_final
15.875,67.375,0.3300,Substratum_final
16.125,67.375,0.3300,Substratum_final
16.375,67.375,0.3300,Substratum_final
16.625,67.375,0.3355,Substratum_final
16.875,67.375,0.4930,Substratum_final
17.125,67.375,0.6517,Substratum_final
13.375,67.625,0.3098,Substratum_fishpass
13.625,67.625,0.3143,Substratum_fishpass
13.875,67.625,0.3199,Substratum_fishpass
14.125,67.625,0.3253,Substratum_fishpass
14.625,67.625,0.3300,Substratum_final
14.875,67.625,0.3300,Substratum_final
15.125,67.625,0.3300,Substratum_final
15.375,67.625,0.3300,Substratum_final
15.625,67.625,0.3300,Substratum_final
15.875,67.625,0.3300,Substratum_final
16.125,67.625,0.3300,Substratum_final
16.375,67.625,0.3300,Substratum_final
16.625,67.625,0.4440,Substratum_final
16.875,67.625,0.6131,Substratum_final
17.125,67.625,0.7745,Substratum_final
14.625,67.875,0.4758,Substratum_final
14.875,67.875,0.3906,Substratum_final
15.125,67.875,0.3300,Substratum_final
15.375,67.875,0.3300,Substratum_final
15.625,67.875,0.3300,Substratum_final
15.875,67.875,0.3300,Substratum_final
16.125,67.875,0.3300,Substratum_final
16.375,67.875,0.3929,Substratum_final
16.625,67.875,0.5652,Substratum_final
16.875,67.875,0.7159,Substratum_final
17.125,67.875,0.9798,Substratum_amphibienweg
14.625,68.125,0.5436,Substratum_final
14.875,68.125,0.4210,Substratum_final
15.125,68.125,0.3300,Substratum_final
15.375,68.125,0.3300,Substratum_final
15.625,68.125,0.3300,Substratum_final
15.875,68.125,0.3300,Substratum_final
16.125,68.125,0.3532,Substratum_final
16.375,68.125,0.5177,Substratum_final
16.625,68.125,0.6739,Substratum_final
16.875,68.125,0.8448,Substratum_final
17.125,68.125,0.9795,Substratum_final
17.375,68.125,0.9794,Substratum_final
14.625,68.375,0.5544,Substratum_final
14.875,68.375,0.4590,Substratum_final
15.125,68.375,0.3336,Substratum_final
15.375,68.375,0.3293,Substratum_final
15.625,68.375,0.3300,Substratum_final
15.875,68.375,0.3300,Substratum_final
16.125,68.375,0.4705,Substratum_final
16.375,68.375,0.6094,Substratum_final
16.625,68.375,0.7333,Substratum_final
16.875,68.375,0.8486,Substratum_final
17.125,68.375,0.9698,Substratum_final
17.375,68.375,0.9790,Substratum_final
14.875,68.625,0.4898,Substratum_final
15.125,68.625,0.3579,Substratum_final
15.375,68.625,0.3287,Substratum_final
15.625,68.625,0.3297,Substratum_final
15.875,68.625,0.3331,Substratum_final
16.125,68.625,0.4588,Substratum_final
16.375,68.625,0.5737,Substratum_final
16.625,68.625,0.6948,Substratum_final
16.875,68.625,0.8099,Substratum_final
17.125,68.625,0.9398,Substratum_final
17.375,68.625,0.9787,Substratum_final
14.875,68.875,0.5193,Substratum_final
15.125,68.875,0.3982,Substratum_final
15.375,68.875,0.3284,Substratum_final
15.625,68.875,0.3290,Substratum_final
15.875,68.875,0.3292,Substratum_final
16.125,68.875,0.4201,Substratum_final
16.375,68.875,0.5426,Substratum_final
16.625,68.875,0.6615,Substratum_final
16.875,68.875,0.7858,Substratum_final
17.125,68.875,0.9080,Substratum_final
17.375,68.875,0.9783,Substratum_final
14.875,69.125,0.5460,Substratum_final
15.125,69.125,0.4362,Substratum_final
15.375,69.125,0.3281,Substratum_final
15.625,69.125,0.3281,Substratum_final
15.875,69.125,0.3290,Substratum_final
16.125,69.125,0.3883,Substratum_final
16.375,69.125,0.5084,Substratum_final
16.625,69.125,0.6325,Substratum_final
16.875,69.125,0.7478,Substratum_final
17.125,69.125,0.8621,Substratum_final
17.375,69.125,0.9780,Substratum_final
17.625,69.125,0.9779,Substratum_final
14.875,69.375,0.6185,Stahlbeton_right
15.125,69.375,0.4597,Substratum_final
15.375,69.375,0.3391,Substratum_final
15.625,69.375,0.3276,Substratum_final
15.875,69.375,0.3287,Substratum_final
16.125,69.375,0.3541,Substratum_final
16.375,69.375,0.4729,Substratum_final
16.625,69.375,0.5939,Substratum_final
16.875,69.375,0.7091,Substratum_final
17.125,69.375,0.8383,Substratum_final
17.375,69.375,0.9616,Substratum_final
17.625,69.375,0.9776,Substratum_final
15.125,69.625,0.4975,Substratum_final
15.375,69.625,0.3810,Substratum_final
15.625,69.625,0.3274,Substratum_final
15.875,69.625,0.3284,Substratum_final
16.125,69.625,0.3282,Substratum_final
16.375,69.625,0.4418,Substratum_final
16.625,69.625,0.5608,Substratum_final
16.875,69.625,0.6849,Substratum_final
17.125,69.625,0.8002,Substratum_final
17.375,69.625,0.9219,Substratum_final
17.625,69.625,0.9772,Substratum_final
15.125,69.875,0.5349,Substratum_final
15.375,69.875,0.4106,Substratum_final
15.625,69.875,0.3270,Substratum_final
15.875,69.875,0.3276,Substratum_final
16.125,69.875,0.3279,Substratum_final
16.375,69.875,0.4102,Substratum_final
16.625,69.875,0.5317,Substratum_final
16.875,69.875,0.6469,Substratum_final
17.125,69.875,0.7614,Substratum_final
17.375,69.875,0.8908,Substratum_final
17.625,69.875,0.9768,Substratum_final
17.875,69.875,1.0064,Stahlbeton_right
15.125,70.125,0.5512,Substratum_final
15.375,70.125,0.4447,Substratum_final
15.625,70.125,0.3268,Substratum_final
15.875,70.125,0.3266,Substratum_final
16.125,70.125,0.3274,Substratum_final
16.375,70.125,0.3691,Substratum_final
16.625,70.125,0.4942,Substratum_final
16.875,70.125,0.6082,Substratum_final
17.125,70.125,0.7377,Substratum_final
17.375,70.125,0.8594,Substratum_final
17.625,70.125,0.9690,Substratum_final
17.875,70.125,0.9765,Substratum_final
15.375,70.375,0.4815,Substratum_final
15.625,70.375,0.3593,Substratum_final
15.875,70.375,0.3263,Substratum_final
16.125,70.375,0.3271,Substratum_final
16.375,70.375,0.3358,Substratum_final
16.625,70.375,0.4599,Substratum_final
16.875,70.375,0.5841,Substratum_final
17.125,70.375,0.6995,Substratum_final
17.375,70.375,0.8209,Substratum_final
17.625,70.375,0.9446,Substratum_final
17.875,70.375,0.9761,Substratum_final
