x,y,bed_z,patch
7.375,42.125,3.0196,Edelstahlverkleidung
7.625,42.125,2.3200,Edelstahlverkleidung
7.875,42.125,2.1078,Substratum_weir
8.125,42.125,2.1095,Substratum_weir
8.375,42.125,2.1122,Substratum_weir
8.625,42.125,2.3010,Substratum_weir
8.875,42.125,2.3275,Substratum_weir
9.125,42.125,2.3415,Substratum_weir
9.375,42.125,2.3538,Substratum_weir
9.625,42.125,2.4624,Substratum_weir
9.875,42.125,2.6178,Substratum_weir
10.125,42.125,2.6191,Substratum_weir
7.375,42.375,2.9633,Edelstahlverkleidung
7.625,42.375,2.4731,Edelstahlverkleidung
7.875,42.375,2.1048,Substratum_fishpass
8.125,42.375,2.1058,Substratum_fishpass
8.375,42.375,2.1095,Substratum_weir
8.625,42.375,2.2512,Substratum_weir
8.875,42.375,2.3221,Substratum_weir
9.125,42.375,2.3365,Substratum_weir
9.375,42.375,2.3487,Substratum_weir
9.625,42.375,2.4019,Substratum_weir
9.875,42.375,2.6155,Substratum_weir
10.125,42.375,2.6166,Substratum_weir
10.375,42.375,3.1182,Edelstahlverkleidung
7.375,42.625,3.0186,Edelstahlverkleidung
7.625,42.625,2.5167,Edelstahlverkleidung
7.875,42.625,2.0981,Substratum_fishpass
8.125,42.625,2.0986,Substratum_fishpass
8.375,42.625,2.1016,Substratum_fishpass
8.625,42.625,2.1878,Substratum_weir
8.875,42.625,2.3165,Substratum_weir
9.125,42.625,2.3305,Substratum_weir
9.375,42.625,2.3439,Substratum_weir
9.625,42.625,2.3571,Substratum_weir
9.875,42.625,2.5910,Substratum_weir
10.125,42.625,2.6142,Substratum_weir
10.375,42.625,2.9729,Edelstahlverkleidung
7.375,42.875,3.0877,Edelstahlverkleidung
7.625,42.875,2.5649,Edelstahlverkleidung
7.875,42.875,2.0853,Substratum_fishpass
8.125,42.875,2.0857,Substratum_fishpass
8.375,42.875,2.0894,Substratum_fishpass
8.625,42.875,2.1302,Substratum_weir
8.875,42.875,2.2921,Substratum_weir
9.125,42.875,2.3119,Substratum_weir
9.375,42.875,2.3336,Substratum_weir
9.625,42.875,2.3518,Substratum_weir
9.875,42.875,2.5351,Substratum_weir
10.125,42.875,2.6119,Substratum_weir
10.375,42.875,2.8243,Edelstahlverkleidung
7.375,43.125,2.8716,Edelstahlverkleidung
7.625,43.125,2.3716,Edelstahlverkleidung
7.875,43.125,2.0721,Substratum_fishpass
8.125,43.125,2.0730,Substratum_fishpass
8.375,43.125,2.0766,Substratum_fishpass
8.625,43.125,2.0879,Substratum_weir
8.875,43.125,2.2623,Substratum_weir
9.125,43.125,2.2861,Substratum_weir
9.375,43.125,2.3068,Substratum_weir
9.625,43.125,2.3260,Substratum_weir
9.875,43.125,2.4649,Substratum_weir
10.125,43.125,2.6100,Substratum_weir
10.375,43.125,2.7150,Edelstahlverkleidung
7.375,43.375,2.5681,Edelstahlverkleidung
7.625,43.375,2.1180,Edelstahlverkleidung
7.875,43.375,2.0562,Substratum_fishpass
8.125,43.375,2.0587,Substratum_fishpass
8.375,43.375,2.0628,Substratum_fishpass
8.625,43.375,2.0879,Substratum_weir
8.875,43.375,2.2390,Substratum_weir
9.125,43.375,2.2586,Substratum_weir
9.375,43.375,2.2748,Substratum_weir
9.625,43.375,2.2933,Substratum_weir
9.875,43.375,2.3730,Substratum_weir
10.125,43.375,2.6100,Substratum_weir
10.375,43.375,2.6100,Substratum_weir
10.625,43.375,2.6100,Substratum_weir
10.875,43.375,2.6645,Edelstahlverkleidung
7.125,43.625,2.9273,Edelstahlverkleidung
7.375,43.625,2.0826,Edelstahlverkleidung
7.625,43.625,2.0426,Substratum_fishpass
7.875,43.625,2.0445,Substratum_fishpass
8.125,43.625,2.0459,Substratum_fishpass
8.375,43.625,2.0511,Substratum_fishpass
8.625,43.625,2.0895,Substratum_weir
8.875,43.625,2.2119,Substratum_weir
9.125,43.625,2.2294,Substratum_weir
9.375,43.625,2.2425,Substratum_weir
9.625,43.625,2.2611,Substratum_weir
9.875,43.625,2.2745,Substratum_weir
10.125,43.625,2.5433,Substratum_weir
10.375,43.625,2.6100,Substratum_weir
10.625,43.625,2.6100,Substratum_weir
10.875,43.625,2.6112,Substratum_weir
7.125,43.875,2.2696,Edelstahlverkleidung
7.375,43.875,2.0314,Substratum_fishpass
7.625,43.875,2.0316,Substratum_fishpass
7.875,43.875,2.0329,Substratum_fishpass
8.125,43.875,2.0335,Substratum_fishpass
8.375,43.875,2.0360,Substratum_fishpass
8.625,43.875,2.1035,Substratum_weir
8.875,43.875,2.1809,Substratum_weir
9.125,43.875,2.1963,Substratum_weir
9.375,43.875,2.2077,Substratum_weir
9.625,43.875,2.2176,Substratum_weir
9.875,43.875,2.2331,Substratum_weir
10.125,43.875,2.2663,Substratum_weir
10.375,43.875,2.6100,Substratum_weir
10.625,43.875,2.6100,Substratum_weir
10.875,43.875,2.6100,Substratum_weir
7.125,44.125,2.0174,Substratum_fishpass
7.375,44.125,2.0186,Substratum_fishpass
7.625,44.125,2.0198,Substratum_fishpass
7.875,44.125,2.0190,Substratum_fishpass
8.125,44.125,2.0198,Substratum_fishpass
8.375,44.125,2.0228,Substratum_fishpass
8.625,44.125,2.1519,Substratum_weir
8.875,44.125,2.1539,Substratum_weir
9.125,44.125,2.1588,Substratum_weir
9.375,44.125,2.1647,Substratum_weir
9.625,44.125,2.1695,Substratum_weir
9.875,44.125,2.1789,Substratum_weir
10.125,44.125,2.1835,Substratum_weir
10.375,44.125,2.2172,Substratum_weir
10.625,44.125,2.1500,Substratum_weir
10.875,44.125,2.1500,Substratum_weir
6.875,44.375,2.0262,Stahlbeton_refinement
7.125,44.375,2.0032,Substratum_fishpass
7.375,44.375,2.0042,Substratum_fishpass
7.625,44.375,2.0049,Substratum_fishpass
7.875,44.375,2.0056,Substratum_fishpass
8.125,44.375,2.0050,Substratum_fishpass
8.375,44.375,2.0194,Substratum_fishpass
8.625,44.375,2.1500,Substratum_weir
8.875,44.375,2.1500,Substratum_weir
9.125,44.375,2.1500,Substratum_weir
9.375,44.375,2.1500,Substratum_weir
9.625,44.375,2.1499,Substratum_weir
9.875,44.375,2.1498,Substratum_weir
10.125,44.375,2.1498,Substratum_weir
10.375,44.375,2.1499,Substratum_weir
10.625,44.375,2.1500,Substratum_weir
10.875,44.375,2.1500,Substratum_weir
11.125,44.375,2.1500,Substratum_weir
11.375,44.375,2.1500,Substratum_weir
11.625,44.375,2.1500,Substratum_weir
7.125,44.625,1.9830,Substratum_fishpass
7.375,44.625,1.9839,Substratum_fishpass
7.625,44.625,1.9846,Substratum_fishpass
7.875,44.625,1.9852,Substratum_fishpass
8.125,44.625,1.9857,Substratum_fishpass
8.375,44.625,2.0143,Stahlbeton_refinement
8.625,44.625,2.1500,Substratum_weir
8.875,44.625,2.1500,Substratum_weir
9.125,44.625,2.1500,Substratum_weir
9.375,44.625,2.1500,Substratum_weir
9.625,44.625,2.1499,Substratum_weir
9.875,44.625,2.1499,Substratum_weir
10.125,44.625,2.1498,Substratum_weir
10.375,44.625,2.1499,Substratum_weir
10.625,44.625,2.1500,Substratum_weir
10.875,44.625,2.1500,Substratum_weir
11.125,44.625,2.1500,Substratum_weir
11.375,44.625,2.1500,Substratum_weir
11.625,44.625,2.1500,Substratum_weir
11.875,44.625,2.1500,Substratum_weir
12.125,44.625,2.1500,Substratum_weir
7.125,44.875,1.9614,Substratum_fishpass
7.375,44.875,1.9624,Substratum_fishpass
7.625,44.875,1.9638,Substratum_fishpass
7.875,44.875,1.9642,Substratum_fishpass
8.125,44.875,1.9633,Substratum_fishpass
8.375,44.875,1.9648,Substratum_fishpass
8.625,44.875,2.1500,Substratum_weir
8.875,44.875,2.1500,Substratum_weir
9.125,44.875,2.1500,Substratum_weir
9.375,44.875,2.1500,Substratum_weir
9.625,44.875,2.1500,Substratum_weir
9.875,44.875,2.1499,Substratum_weir
10.125,44.875,2.1499,Substratum_weir
10.375,44.875,2.1500,Substratum_weir
10.625,44.875,2.1500,Substratum_weir
10.875,44.875,2.1500,Substratum_weir
11.125,44.875,2.1500,Substratum_weir
11.375,44.875,2.1500,Substratum_weir
11.625,44.875,2.1500,Substratum_weir
11.875,44.875,2.1500,Substratum_weir
12.125,44.875,2.1500,Substratum_weir
7.125,45.125,1.9426,Substratum_fishpass
7.375,45.125,1.9426,Substratum_fishpass
7.625,45.125,1.9434,Substratum_fishpass
7.875,45.125,1.9435,Substratum_fishpass
8.125,45.125,1.9434,Substratum_fishpass
8.375,45.125,1.9429,Substratum_fishpass
8.625,45.125,2.1500,Substratum_weir
8.875,45.125,2.1500,Substratum_weir
9.125,45.125,2.1500,Substratum_weir
9.375,45.125,2.1500,Substratum_weir
9.625,45.125,2.1500,Substratum_weir
9.875,45.125,2.1500,Substratum_weir
10.125,45.125,2.1500,Substratum_weir
10.375,45.125,2.1500,Substratum_weir
10.625,45.125,2.1500,Substratum_weir
10.875,45.125,2.1500,Substratum_weir
11.125,45.125,2.1500,Substratum_weir
11.375,45.125,2.1500,Substratum_weir
11.625,45.125,2.1500,Substratum_weir
11.875,45.125,2.1500,Substratum_weir
12.125,45.125,2.1500,Substratum_weir
7.125,45.375,1.9588,Stahlbeton_refinement
7.375,45.375,1.9213,Substratum_fishpass
7.625,45.375,1.9209,Substratum_fishpass
7.875,45.375,1.9360,Substratum_fishpass
8.125,45.375,1.9238,Substratum_fishpass
8.375,45.375,1.9255,Substratum_fishpass
8.625,45.375,2.1500,Substratum_weir
8.875,45.375,2.1500,Substratum_weir
9.125,45.375,2.1500,Substratum_weir
9.375,45.375,2.1500,Substratum_weir
9.625,45.375,2.1500,Substratum_weir
9.875,45.375,2.1500,Substratum_weir
10.125,45.375,2.1500,Substratum_weir
10.375,45.375,2.1500,Substratum_weir
10.625,45.375,2.1500,Substratum_weir
10.875,45.375,2.1500,Substratum_weir
11.125,45.375,2.1500,Substratum_weir
11.375,45.375,2.1500,Substratum_weir
11.625,45.375,2.1500,Substratum_weir
11.875,45.375,2.1500,Substratum_weir
12.125,45.375,2.1500,Substratum_weir
12.375,45.375,2.1728,Stahlbeton_right
7.375,45.625,1.9016,Substratum_fishpass
7.625,45.625,1.9029,Substratum_fishpass
7.875,45.625,1.9030,Substratum_fishpass
8.125,45.625,1.9033,Substratum_fishpass
8.375,45.625,1.9036,Substratum_fishpass
8.625,45.625,1.9034,Substratum_fishpass
8.875,45.625,2.1500,Stahlbeton_refinement
9.125,45.625,2.1500,Stahlbeton_refinement
9.375,45.625,2.1500,Stahlbeton_refinement
9.625,45.625,2.1500,Substratum_weir
9.875,45.625,2.1500,Substratum_weir
10.125,45.625,2.1500,Substratum_weir
10.375,45.625,2.1500,Substratum_weir
10.625,45.625,2.1500,Substratum_weir
10.875,45.625,2.1500,Substratum_weir
11.125,45.625,2.1500,Substratum_weir
11.375,45.625,2.1500,Substratum_weir
11.625,45.625,2.1500,Substratum_weir
11.875,45.625,2.1500,Substratum_weir
12.125,45.625,2.1500,Substratum_weir
12.375,45.625,2.1500,Substratum_weir
7.375,45.875,1.8807,Substratum_fishpass
7.625,45.875,1.8811,Substratum_fishpass
7.875,45.875,1.8828,Substratum_fishpass
8.125,45.875,1.8830,Substratum_fishpass
8.375,45.875,1.8834,Substratum_fishpass
8.625,45.875,1.8815,Substratum_fishpass
8.875,45.875,0.1302,Magerbeton_refinement
9.125,45.875,0.1300,Magerbeton_refinement
9.375,45.875,2.1500,Stahlbeton_refinement
9.625,45.875,2.1500,Stahlbeton_refinement
9.875,45.875,2.1500,Stahlbeton_refinement
10.125,45.875,2.1500,Substratum_weir
10.375,45.875,2.1500,Substratum_weir
10.625,45.875,2.1500,Substratum_weir
10.875,45.875,2.1500,Substratum_weir
11.125,45.875,2.1500,Substratum_weir
11.375,45.875,2.1500,Substratum_weir
11.625,45.875,2.1500,Substratum_weir
11.875,45.875,2.1500,Substratum_weir
12.125,45.875,2.1500,Substratum_weir
12.375,45.875,2.1500,Substratum_weir
7.375,46.125,1.8624,Substratum_fishpass
7.625,46.125,1.8600,Substratum_fishpass
7.875,46.125,1.8620,Substratum_fishpass
8.125,46.125,1.8623,Substratum_fishpass
8.375,46.125,1.8625,Substratum_fishpass
8.625,46.125,1.8608,Substratum_fishpass
8.875,46.125,0.1300,Magerbeton_refinement
9.125,46.125,0.1300,Magerbeton_refinement
9.375,46.125,0.1300,Magerbeton_refinement
9.625,46.125,0.1300,Magerbeton_refinement
9.875,46.125,0.1583,Stahlbeton_refinement
10.125,46.125,2.1500,Stahlbeton_refinement
10.375,46.125,2.1500,Stahlbeton_refinement
10.625,46.125,2.1500,Stahlbeton_refinement
10.875,46.125,2.1500,Substratum_weir
11.125,46.125,2.1500,Substratum_weir
11.375,46.125,2.1500,Substratum_weir
11.625,46.125,2.1500,Substratum_weir
11.875,46.125,2.1500,Substratum_weir
12.125,46.125,2.1500,Substratum_weir
12.375,46.125,2.1500,Substratum_weir
7.375,46.375,1.8584,Substratum_fishpass
7.625,46.375,1.8401,Substratum_fishpass
7.875,46.375,1.8416,Substratum_fishpass
8.125,46.375,1.8418,Substratum_fishpass
8.375,46.375,1.8420,Substratum_fishpass
8.625,46.375,1.8409,Substratum_fishpass
8.875,46.375,0.1578,Stahlbeton_refinement
9.125,46.375,0.1300,Magerbeton_refinement
9.375,46.375,0.1300,Magerbeton_refinement
9.625,46.375,0.1300,Magerbeton_refinement
9.875,46.375,0.1300,Magerbeton_refinement
10.125,46.375,0.1300,Magerbeton_refinement
10.375,46.375,0.1300,Magerbeton_refinement
10.625,46.375,2.1500,Stahlbeton_refinement
10.875,46.375,2.1500,Stahlbeton_refinement
11.125,46.375,2.1500,Stahlbeton_refinement
11.375,46.375,2.1500,Stahlbeton_refinement
11.625,46.375,2.1500,Substratum_weir
11.875,46.375,2.1500,Substratum_weir
12.125,46.375,2.1500,Substratum_weir
12.375,46.375,2.1500,Substratum_weir
12.625,46.375,2.1728,Stahlbeton_right
7.625,46.625,1.8199,Substratum_fishpass
7.875,46.625,1.8194,Substratum_fishpass
8.125,46.625,1.8190,Substratum_fishpass
8.375,46.625,1.8202,Substratum_fishpass
8.625,46.625,1.8205,Substratum_fishpass
8.875,46.625,1.8207,Substratum_fishpass
9.125,46.625,0.1300,Magerbeton_refinement
9.375,46.625,0.1300,Magerbeton_refinement
9.625,46.625,0.1300,Magerbeton_refinement
9.875,46.625,0.1300,Magerbeton_refinement
10.125,46.625,0.1300,Magerbeton_refinement
10.375,46.625,0.1300,Magerbeton_refinement
10.625,46.625,0.1300,Magerbeton_refinement
10.875,46.625,0.1300,Magerbeton_refinement
11.125,46.625,0.1300,Magerbeton_refinement
11.375,46.625,2.1500,Stahlbeton_refinement
11.625,46.625,2.1500,Stahlbeton_refinement
11.875,46.625,2.1500,Stahlbeton_refinement
12.125,46.625,2.1500,Substratum_weir
12.375,46.625,2.1500,Substratum_weir
12.625,46.625,2.1500,Substratum_weir
7.625,46.875,1.8006,Substratum_fishpass
7.875,46.875,1.8007,Substratum_fishpass
8.125,46.875,1.8008,Substratum_fishpass
8.375,46.875,1.8053,Substratum_fishpass
8.625,46.875,1.8091,Substratum_fishpass
8.875,46.875,1.8002,Substratum_fishpass
9.125,46.875,0.1300,Magerbeton_refinement
9.375,46.875,0.1300,Magerbeton_refinement
9.625,46.875,0.1300,Magerbeton_refinement
9.875,46.875,0.1300,Magerbeton_refinement
10.125,46.875,0.1300,Magerbeton_refinement
10.375,46.875,0.1300,Magerbeton_refinement
10.625,46.875,0.1300,Magerbeton_refinement
10.875,46.875,0.1300,Magerbeton_refinement
11.125,46.875,0.1300,Magerbeton_refinement
11.375,46.875,0.1300,Magerbeton_refinement
11.625,46.875,0.1300,Magerbeton_refinement
11.875,46.875,0.1580,Stahlbeton_refinement
12.125,46.875,2.1500,Stahlbeton_refinement
12.375,46.875,2.1500,Stahlbeton_refinement
12.625,46.875,2.1500,Stahlbeton_refinement
7.625,47.125,1.7931,Substratum_fishpass
7.875,47.125,1.7793,Substratum_fishpass
8.125,47.125,1.7791,Substratum_fishpass
8.375,47.125,1.7814,Substratum_fishpass
8.625,47.125,1.7810,Substratum_fishpass
8.875,47.125,1.7810,Substratum_fishpass
9.125,47.125,0.1300,Magerbeton_refinement
9.375,47.125,0.1300,Magerbeton_refinement
9.625,47.125,0.1300,Magerbeton_refinement
9.875,47.125,0.1300,Magerbeton_refinement
10.125,47.125,0.1300,Magerbeton_refinement
10.375,47.125,0.1300,Magerbeton_refinement
10.625,47.125,0.1300,Magerbeton_refinement
10.875,47.125,0.1300,Magerbeton_refinement
11.125,47.125,0.1300,Magerbeton_refinement
11.375,47.125,0.1300,Magerbeton_refinement
11.625,47.125,0.1300,Magerbeton_refinement
11.875,47.125,0.1300,Magerbeton_refinement
12.125,47.125,0.1300,Magerbeton_refinement
12.375,47.125,0.1300,Magerbeton_refinement
12.625,47.125,0.1583,Stahlbeton_refinement
7.875,47.375,1.7657,Stahlbeton_refinement
8.125,47.375,1.7586,Substratum_fishpass
8.375,47.375,1.7591,Substratum_fishpass
8.625,47.375,1.7602,Substratum_fishpass
8.875,47.375,1.7590,Substratum_fishpass
9.125,47.375,1.7591,Substratum_fishpass
9.375,47.375,0.1300,Magerbeton_refinement
9.625,47.375,0.1300,Magerbeton_refinement
9.875,47.375,0.1300,Magerbeton_refinement
10.125,47.375,0.1300,Magerbeton_refinement
10.375,47.375,0.1300,Magerbeton_refinement
10.625,47.375,0.1300,Magerbeton_refinement
10.875,47.375,0.1300,Magerbeton_refinement
11.125,47.375,0.1300,Magerbeton_refinement
11.375,47.375,0.1300,Magerbeton_refinement
11.625,47.375,0.1300,Magerbeton_refinement
11.875,47.375,0.1300,Magerbeton_refinement
12.125,47.375,0.1300,Magerbeton_refinement
12.375,47.375,0.1300,Magerbeton_refinement
12.625,47.375,0.1300,Magerbeton_refinement
12.875,47.375,0.1300,Magerbeton_refinement
7.875,47.625,1.7396,Substratum_fishpass
8.125,47.625,1.7399,Substratum_fishpass
8.375,47.625,1.7400,Substratum_fishpass
8.625,47.625,1.7398,Substratum_fishpass
8.875,47.625,1.7397,Substratum_fishpass
9.125,47.625,1.7404,Substratum_fishpass
9.375,47.625,0.1300,Magerbeton_refinement
9.625,47.625,0.1300,Magerbeton_refinement
9.875,47.625,0.6801,Magerbeton
10.125,47.625,0.6836,Magerbeton
10.375,47.625,0.1300,Magerbeton_refinement
10.625,47.625,0.1300,Magerbeton_refinement
10.875,47.625,0.1300,Magerbeton_refinement
11.125,47.625,0.1300,Magerbeton_refinement
11.375,47.625,0.1300,Magerbeton_refinement
11.625,47.625,0.1300,Magerbeton_refinement
11.875,47.625,0.1300,Magerbeton_refinement
12.125,47.625,0.1300,Magerbeton_refinement
12.375,47.625,0.1300,Magerbeton_refinement
12.625,47.625,0.1300,Magerbeton_refinement
12.875,47.625,0.1300,Magerbeton_refinement
7.875,47.875,1.7198,Substratum_fishpass
8.125,47.875,1.7190,Substratum_fishpass
8.375,47.875,1.7191,Substratum_fishpass
8.625,47.875,1.7190,Substratum_fishpass
8.875,47.875,1.7190,Substratum_fishpass
9.125,47.875,1.7190,Substratum_fishpass
9.375,47.875,0.1300,Magerbeton_refinement
9.625,47.875,0.1300,Magerbeton_refinement
9.875,47.875,0.1579,Magerbeton
10.125,47.875,0.6822,Magerbeton
10.375,47.875,0.6859,Magerbeton
10.625,47.875,0.6900,Magerbeton
10.875,47.875,0.6944,Magerbeton
11.125,47.875,0.1300,Magerbeton_refinement
11.375,47.875,0.1300,Magerbeton_refinement
11.625,47.875,0.1300,Magerbeton_refinement
11.875,47.875,0.1300,Magerbeton_refinement
12.125,47.875,0.1300,Magerbeton_refinement
12.375,47.875,0.1300,Magerbeton_refinement
12.625,47.875,0.1300,Magerbeton_refinement
12.875,47.875,0.1300,Magerbeton_refinement
7.875,48.125,1.7307,Stahlbeton_refinement
8.125,48.125,1.6991,Substratum_fishpass
8.375,48.125,1.6988,Substratum_fishpass
8.625,48.125,1.6984,Substratum_fishpass
8.875,48.125,1.6988,Substratum_fishpass
9.125,48.125,1.6980,Substratum_fishpass
9.375,48.125,0.1581,Stahlbeton_refinement
9.625,48.125,0.1300,Magerbeton_refinement
9.875,48.125,0.1300,Magerbeton_refinement
10.125,48.125,0.6808,Magerbeton
10.375,48.125,0.6842,Magerbeton
10.625,48.125,0.6882,Magerbeton
10.875,48.125,0.6924,Magerbeton
11.125,48.125,0.6970,Magerbeton
11.375,48.125,0.7015,Magerbeton
11.625,48.125,0.1579,Magerbeton
11.875,48.125,0.1300,Magerbeton_refinement
12.125,48.125,0.1300,Magerbeton_refinement
12.375,48.125,0.1300,Magerbeton_refinement
12.625,48.125,0.1300,Magerbeton_refinement
12.875,48.125,0.1300,Magerbeton_refinement
13.125,48.125,0.1582,Stahlbeton_right
8.125,48.375,1.6779,Substratum_fishpass
8.375,48.375,1.6778,Substratum_fishpass
8.625,48.375,1.6800,Substratum_fishpass
8.875,48.375,1.6769,Substratum_fishpass
9.125,48.375,1.6784,Substratum_fishpass
9.375,48.375,1.7080,Stahlbeton_refinement
9.625,48.375,0.1300,Magerbeton_refinement
9.875,48.375,0.1300,Magerbeton_refinement
10.125,48.375,0.6793,Magerbeton
10.375,48.375,0.6829,Magerbeton
10.625,48.375,0.6863,Magerbeton
10.875,48.375,0.6905,Magerbeton
11.125,48.375,0.6950,Magerbeton
11.375,48.375,0.6995,Magerbeton
11.625,48.375,0.7041,Magerbeton
11.875,48.375,0.7086,Magerbeton
12.125,48.375,0.7127,Magerbeton
12.375,48.375,0.1300,Magerbeton_refinement
12.625,48.375,0.1300,Magerbeton_refinement
12.875,48.375,0.1299,Magerbeton_refinement
13.125,48.375,0.1300,Magerbeton_refinement
8.125,48.625,1.6577,Substratum_fishpass
8.375,48.625,1.6572,Substratum_fishpass
8.625,48.625,1.6562,Substratum_fishpass
8.875,48.625,1.6569,Substratum_fishpass
9.125,48.625,1.6565,Substratum_fishpass
9.375,48.625,1.6562,Substratum_fishpass
9.625,48.625,0.1300,Magerbeton_refinement
9.875,48.625,0.1300,Magerbeton_refinement
10.125,48.625,0.6780,Magerbeton
10.375,48.625,0.6815,Magerbeton
10.625,48.625,0.6849,Magerbeton
10.875,48.625,0.6884,Magerbeton
11.125,48.625,0.6929,Magerbeton
11.375,48.625,0.6974,Magerbeton
11.625,48.625,0.7019,Magerbeton
11.875,48.625,0.7066,Magerbeton
12.125,48.625,0.7113,Magerbeton
12.375,48.625,0.7157,Magerbeton
12.625,48.625,0.7198,Magerbeton
12.875,48.625,0.7238,Magerbeton
13.125,48.625,0.3228,Magerbeton
8.125,48.875,1.6436,Substratum_fishpass
8.375,48.875,1.6400,Substratum_fishpass
8.625,48.875,1.6380,Substratum_fishpass
8.875,48.875,1.6378,Substratum_fishpass
9.125,48.875,1.6373,Substratum_fishpass
9.375,48.875,1.6355,Substratum_fishpass
9.625,48.875,0.1300,Magerbeton_refinement
9.875,48.875,0.1300,Magerbeton_refinement
10.125,48.875,0.1300,Magerbeton_refinement
10.375,48.875,0.6802,Magerbeton
10.625,48.875,0.6836,Magerbeton
10.875,48.875,0.6870,Magerbeton
11.125,48.875,0.6907,Magerbeton
11.375,48.875,0.6952,Magerbeton
11.625,48.875,0.6998,Magerbeton
11.875,48.875,0.7044,Magerbeton
12.125,48.875,0.7091,Magerbeton
12.375,48.875,0.7138,Magerbeton
12.625,48.875,0.7185,Magerbeton
12.875,48.875,0.7227,Magerbeton
13.125,48.875,0.7269,Magerbeton
8.375,49.125,1.6181,Substratum_fishpass
8.625,49.125,1.6175,Substratum_fishpass
8.875,49.125,1.6170,Substratum_fishpass
9.125,49.125,1.6167,Substratum_fishpass
9.375,49.125,1.6165,Substratum_fishpass
9.625,49.125,1.6350,Stahlbeton_refinement
9.875,49.125,0.1300,Magerbeton_refinement
10.125,49.125,0.1300,Magerbeton_refinement
10.375,49.125,0.6788,Magerbeton
10.625,49.125,0.6823,Magerbeton
10.875,49.125,0.6856,Magerbeton
11.125,49.125,0.6890,Magerbeton
11.375,49.125,0.6930,Magerbeton
11.625,49.125,0.6975,Magerbeton
11.875,49.125,0.7022,Magerbeton
12.125,49.125,0.7068,Magerbeton
12.375,49.125,0.7115,Magerbeton
12.625,49.125,0.7163,Magerbeton
12.875,49.125,0.7210,Magerbeton
13.125,49.125,0.7258,Magerbeton
13.375,49.125,0.7294,Magerbeton
8.375,49.375,1.5977,Substratum_fishpass
8.625,49.375,1.5975,Substratum_fishpass
8.875,49.375,1.5970,Substratum_fishpass
9.125,49.375,1.5966,Substratum_fishpass
9.375,49.375,1.5962,Substratum_fishpass
9.625,49.375,1.5963,Substratum_fishpass
9.875,49.375,0.1300,Magerbeton_refinement
10.125,49.375,0.1300,Magerbeton_refinement
10.375,49.375,0.6774,Magerbeton
10.625,49.375,0.6809,Magerbeton
10.875,49.375,0.6843,Magerbeton
11.125,49.375,0.6877,Magerbeton
11.375,49.375,0.6911,Magerbeton
11.625,49.375,0.6953,Magerbeton
11.875,49.375,0.6999,Magerbeton
12.125,49.375,0.7045,Magerbeton
12.375,49.375,0.7092,Magerbeton
12.625,49.375,0.7140,Magerbeton
12.875,49.375,0.7187,Magerbeton
13.125,49.375,0.7234,Magerbeton
13.375,49.375,0.7288,Magerbeton
8.375,49.625,1.5766,Substratum_fishpass
8.625,49.625,1.5765,Substratum_fishpass
8.875,49.625,1.5776,Substratum_fishpass
9.125,49.625,1.5770,Substratum_fishpass
9.375,49.625,1.5748,Substratum_fishpass
9.625,49.625,1.5740,Substratum_fishpass
9.875,49.625,0.1305,Magerbeton_refinement
10.125,49.625,0.1306,Magerbeton_refinement
10.375,49.625,0.1598,Magerbeton
10.625,49.625,0.6795,Magerbeton
10.875,49.625,0.6830,Magerbeton
11.125,49.625,0.6864,Magerbeton
11.375,49.625,0.6897,Magerbeton
11.625,49.625,0.6931,Magerbeton
11.875,49.625,0.6976,Magerbeton
12.125,49.625,0.7022,Magerbeton
12.375,49.625,0.7069,Magerbeton
12.625,49.625,0.7116,Magerbeton
12.875,49.625,0.7164,Magerbeton
13.125,49.625,0.7212,Magerbeton
13.375,49.625,0.7280,Magerbeton
8.375,49.875,1.5685,Substratum_fishpass
8.625,49.875,1.5562,Substratum_fishpass
8.875,49.875,1.5553,Substratum_fishpass
9.125,49.875,1.5548,Substratum_fishpass
9.375,49.875,1.5549,Substratum_fishpass
9.625,49.875,1.5535,Substratum_fishpass
9.875,49.875,0.1595,Stahlbeton_refinement
10.125,49.875,0.1319,Magerbeton_refinement
10.375,49.875,0.1324,Magerbeton_refinement
10.625,49.875,0.6781,Magerbeton
10.875,49.875,0.6816,Magerbeton
11.125,49.875,0.6850,Magerbeton
11.375,49.875,0.6884,Magerbeton
11.625,49.875,0.6918,Magerbeton
11.875,49.875,0.6953,Magerbeton
12.125,49.875,0.6999,Magerbeton
12.375,49.875,0.7046,Magerbeton
12.625,49.875,0.7093,Magerbeton
12.875,49.875,0.7141,Magerbeton
13.125,49.875,0.7188,Magerbeton
8.625,50.125,1.5368,Substratum_fishpass
8.875,50.125,1.5367,Substratum_fishpass
9.125,50.125,1.5406,Substratum_fishpass
9.375,50.125,1.5469,Substratum_fishpass
9.625,50.125,1.5334,Substratum_fishpass
9.875,50.125,1.5333,Substratum_fishpass
10.125,50.125,0.1332,Magerbeton_refinement
10.375,50.125,0.1335,Magerbeton_refinement
10.625,50.125,0.6767,Magerbeton
10.875,50.125,0.6803,Magerbeton
11.125,50.125,0.6837,Magerbeton
11.375,50.125,0.6871,Magerbeton
11.625,50.125,0.6905,Magerbeton
11.875,50.125,0.6938,Magerbeton
12.125,50.125,0.6975,Magerbeton
12.375,50.125,0.7022,Magerbeton
12.625,50.125,0.7069,Magerbeton
12.875,50.125,0.7117,Magerbeton
